    10        68.55        65.09        71.22
    10        69.56        67.94        72.02
    10        68.60        66.90        68.36
    10        67.11        66.96        67.51
    10        67.40        66.03        65.80
    10        70.07        67.48        67.69
    10        66.01        66.83        67.86
    10        69.01        65.67        69.20
    10        67.61        66.06        67.02
    10        67.57        66.97        72.85
    10        68.07        65.37        68.25
    10        67.68        66.76        66.43
    10        65.98        65.47        64.02
    10        65.58        67.67        65.92
    10        68.91        63.39        70.05
    10        68.50        65.90        68.59
    10        68.62        65.52        65.12
    10        63.34        67.79        69.15
    10        69.54        65.33        64.75
    10        68.62        67.67        67.18
    10        66.22        66.84        69.02
    10        69.14        65.60        65.57
    10        73.26        62.66        69.13
    10        68.78        67.84        64.85
    10        62.48        66.53        68.54
    10        69.66        72.07        68.75
    10        70.94        68.78        65.12
    10        68.20        67.40        63.36
    10        69.39        65.38        67.73
    10        68.30        67.80        70.33
    10        66.50        66.88        67.00
    10        68.42        65.74        62.00
    10        66.86        68.96        68.92
    10        66.41        67.00        68.04
    10        67.22        67.90        70.42
    10        64.52        66.34        65.99
    10        68.03        68.40        68.34
    10        67.18        64.82        67.26
    10        69.32        65.67        67.71
    10        68.92        62.94        67.63
    10        70.04        60.69        65.48
    10        67.41        67.56        69.74
    10        65.94        67.10        67.84
    10        68.29        68.32        64.07
    10        68.83        66.19        68.01
    10        67.71        66.34        69.74
    10        68.03        63.22        70.14
    10        68.66        66.67        63.82
    10        69.12        63.91        69.27
    10        68.22        64.27        70.86
    10        68.29        65.97        65.98
    10        67.62        68.47        67.06
    10        65.89        67.87        68.82
    10        66.46        67.39        66.27
    10        67.24        64.18        67.61
    10        66.70        63.89        65.16
    10        66.06        69.16        66.96
    10        67.09        66.58        68.71
    10        66.23        66.98        70.05
    10        66.57        66.87        64.40
    10        66.40        64.79        66.16
    10        67.78        64.54        71.05
    10        67.09        67.74        68.90
    10        69.93        64.66        66.98
    10        66.70        66.81        67.15
    10        65.81        69.37        64.97
    10        70.33        69.75        66.50
    10        65.78        67.43        69.44
    10        68.18        68.72        65.50
    10        67.00        69.76        67.74
    10        65.62        62.83        66.30
    10        71.08        69.33        66.38
    10        68.74        67.36        69.12
    10        67.34        66.35        65.17
    10        65.49        64.22        66.14
    10        65.50        66.02        68.02
    10        63.21        67.76        68.70
    10        66.87        65.08        67.11
    10        68.35        69.71        70.20
    10        66.70        66.52        65.21
    10        65.75        66.23        65.54
    10        68.81        66.13        67.10
    10        69.90        64.31        68.23
    10        65.58        63.92        67.33
    10        66.79        66.19        73.71
    10        65.51        67.50        64.00
    10        64.47        68.02        68.62
    10        67.03        66.40        68.14
    10        68.66        66.33        64.02
    10        68.01        67.37        69.07
    10        70.24        66.39        69.41
    10        68.96        66.81        70.20
    10        66.86        65.77        66.12
    10        65.43        66.59        70.63
    10        69.23        65.00        66.12
    10        68.12        71.41        68.49
    10        69.13        66.34        68.66
    10        68.48        66.89        65.21
    10        70.97        66.39        66.62
    10        71.36        65.92        65.08
    20        59.60        59.32        60.94
    20        56.47        58.12        61.62
    20        58.47        60.30        64.77
    20        58.00        58.42        61.01
    20        58.21        59.36        60.22
    20        61.50        58.20        58.29
    20        60.61        57.59        57.75
    20        56.67        59.94        63.93
    20        59.36        52.76        58.04
    20        60.66        56.09        62.18
    20        60.19        59.54        56.85
    20        57.87        57.44        56.00
    20        59.33        62.31        58.89
    20        61.00        60.25        59.23
    20        58.76        59.63        58.95
    20        62.90        61.11        64.19
    20        63.99        58.65        59.73
    20        63.68        60.13        57.68
    20        60.67        56.78        60.75
    20        63.40        63.48        60.02
    20        58.99        59.25        61.82
    20        59.65        62.13        59.14
    20        57.95        57.16        56.88
    20        60.78        59.55        62.20
    20        56.87        56.49        59.35
    20        56.06        59.67        56.23
    20        59.15        55.48        58.81
    20        56.40        60.23        60.84
    20        58.59        61.97        60.16
    20        58.11        55.27        58.87
    20        61.80        56.49        60.19
    20        61.63        59.39        61.98
    20        60.66        58.13        61.22
    20        60.87        60.28        59.34
    20        61.56        62.84        57.65
    20        59.45        60.73        60.55
    20        62.53        57.77        62.34
    20        60.35        59.14        58.12
    20        63.79        60.73        61.45
    20        64.08        61.28        57.80
    20        58.87        60.28        61.56
    20        62.44        58.28        60.68
    20        61.64        57.15        62.38
    20        59.35        58.52        59.50
    20        58.93        62.26        58.09
    20        62.05        58.23        56.67
    20        58.08        55.15        56.56
    20        63.83        58.63        59.86
    20        61.62        60.64        61.70
    20        60.58        63.04        60.44
    20        58.57        60.90        64.82
    20        60.11        60.43        59.07
    20        60.75        58.37        60.99
    20        59.17        61.65        60.96
    20        60.94        60.57        62.86
    20        60.40        60.77        60.40
    20        59.91        57.98        63.03
    20        61.80        58.20        58.58
    20        59.33        59.12        60.76
    20        59.86        58.23        56.78
    20        61.28        58.76        56.09
    20        59.93        59.36        61.74
    20        55.14        60.19        61.38
    20        59.77        55.41        59.25
    20        60.40        62.61        63.06
    20        59.25        61.46        64.43
    20        55.90        55.37        61.68
    20        63.13        60.09        64.08
    20        60.82        59.19        59.31
    20        59.30        60.95        62.45
    20        57.88        58.16        61.58
    20        61.93        59.20        58.50
    20        57.53        60.59        62.85
    20        61.38        56.82        62.18
    20        65.12        61.23        56.95
    20        62.87        60.66        61.16
    20        59.52        56.10        57.98
